Country Name,Country Code,Year,Prevalence of Undernourishment
Paraguay,PRY,2019,3.1
Peru,PER,2019,6.2
Philippines,PHL,2019,5.8
Poland,POL,2019,2.5
Portugal,PRT,2019,2.5
Qatar,QAT,2019,
Romania,ROU,2019,2.5
Russia,RUS,2019,2.5
Rwanda,RWA,2019,35.6
Saint Kitts and Nevis,KNA,2019,
Saint Lucia,LCA,2019,
Saint Vincent and the Grenadines,VCT,2019,5.5
Samoa,WSM,2019,4.5
San Marino,SMR,2019,
Sao Tome and Principe,STP,2019,16.9
Saudi Arabia,SAU,2019,2.5
Senegal,SEN,2019,6.2
Serbia,SRB,2019,2.5
Seychelles,SYC,2019,2.7
Sierra Leone,SLE,2019,27.8
Singapore,SGP,2019,
Slovakia,SVK,2019,2.8
Slovenia,SVN,2019,2.5
Solomon Islands,SLB,2019,19.0
Somalia,SOM,2019,53.9
South Africa,ZAF,2019,7.2
South Korea,KOR,2019,2.5
South Sudan,SSD,2019,
Spain,ESP,2019,2.5
Sri Lanka,LKA,2019,3.8
Sudan,SDN,2019,10.8
Suriname,SUR,2019,8.7
Sweden,SWE,2019,2.5
Switzerland,CHE,2019,2.5
Syria,SYR,2019,27.4
Tajikistan,TJK,2019,9.7
Tanzania,TZA,2019,23.0
Thailand,THA,2019,6.8
Timor-Leste,TLS,2019,17.0
Togo,TGO,2019,18.2
Tonga,TON,2019,
Trinidad and Tobago,TTO,2019,8.6
Tunisia,TUN,2019,2.5
Turkmenistan,TKM,2019,3.6
Tuvalu,TUV,2019,
Türkiye,TUR,2019,2.5
Uganda,UGA,2019,33.1
Ukraine,UKR,2019,3.8
United Arab Emirates,ARE,2019,2.8
United Kingdom,GBR,2019,2.5
United States,USA,2019,2.5
Uruguay,URY,2019,2.5
Uzbekistan,UZB,2019,2.5
Vanuatu,VUT,2019,7.9
Vatican City,VAT,2019,
Venezuela,VEN,2019,24.1
Vietnam,VNM,2019,6.4
Yemen,YEM,2019,
Zambia,ZMB,2019,32.1
Zimbabwe,ZWE,2019,30.0
