Country Name,Country Code,Year,Prevalence of Undernourishment
Montenegro,MNE,2020,2.5
Morocco,MAR,2020,5.3
Mozambique,MOZ,2020,25.8
Myanmar,MMR,2020,3.7
Namibia,NAM,2020,18.5
Nauru,NRU,2020,
Nepal,NPL,2020,5.0
Netherlands,NLD,2020,2.5
New Zealand,NZL,2020,2.5
Nicaragua,NIC,2020,16.6
Niger,NER,2020,10.9
Nigeria,NGA,2020,15.8
North Korea,PRK,2020,
North Macedonia,MKD,2020,2.8
Norway,NOR,2020,2.5
Oman,OMN,2020,5.8
Pakistan,PAK,2020,13.4
Palau,PLW,2020,
Palestine,PSE,2020,
Panama,PAN,2020,4.8
Papua New Guinea,PNG,2020,28.3
Paraguay,PRY,2020,3.4
Peru,PER,2020,6.3
Philippines,PHL,2020,5.2
Poland,POL,2020,2.5
Portugal,PRT,2020,2.5
Qatar,QAT,2020,
Romania,ROU,2020,2.5
Russia,RUS,2020,2.5
Rwanda,RWA,2020,34.7
Saint Kitts and Nevis,KNA,2020,
Saint Lucia,LCA,2020,
Saint Vincent and the Grenadines,VCT,2020,5.8
Samoa,WSM,2020,4.4
San Marino,SMR,2020,
Sao Tome and Principe,STP,2020,15.9
Saudi Arabia,SAU,2020,2.5
Senegal,SEN,2020,5.3
Serbia,SRB,2020,2.5
Seychelles,SYC,2020,2.5
Sierra Leone,SLE,2020,27.5
Singapore,SGP,2020,
Slovakia,SVK,2020,2.7
Slovenia,SVN,2020,2.5
Solomon Islands,SLB,2020,20.6
Somalia,SOM,2020,52.1
South Africa,ZAF,2020,8.6
South Korea,KOR,2020,2.5
South Sudan,SSD,2020,21.8
Spain,ESP,2020,2.5
Sri Lanka,LKA,2020,3.3
Sudan,SDN,2020,11.1
Suriname,SUR,2020,9.0
Sweden,SWE,2020,2.5
Switzerland,CHE,2020,2.5
Syria,SYR,2020,30.6
Tajikistan,TJK,2020,9.1
Tanzania,TZA,2020,22.8
Thailand,THA,2020,6.0
Timor-Leste,TLS,2020,17.5
Togo,TGO,2020,15.9
Tonga,TON,2020,
Trinidad and Tobago,TTO,2020,10.2
Tunisia,TUN,2020,2.8
Turkmenistan,TKM,2020,3.6
Tuvalu,TUV,2020,
Türkiye,TUR,2020,2.5
Uganda,UGA,2020,33.1
Ukraine,UKR,2020,4.3
United Arab Emirates,ARE,2020,2.5
United Kingdom,GBR,2020,2.5
United States,USA,2020,2.5
Uruguay,URY,2020,2.5
Uzbekistan,UZB,2020,2.5
Vanuatu,VUT,2020,8.2
Vatican City,VAT,2020,
Venezuela,VEN,2020,18.5
Vietnam,VNM,2020,5.9
Yemen,YEM,2020,
Zambia,ZMB,2020,33.9
Zimbabwe,ZWE,2020,28.2
