Country Name,Country Code,Year,People using basic drinking water services (% of population)
Slovenia,SVN,2005,99.6643087
Solomon Islands,SLB,2005,76.71514608
Somalia,SOM,2005,33.431433
South Africa,ZAF,2005,88.47753184
South Korea,KOR,2005,98.76561343
South Sudan,SSD,2005,
Spain,ESP,2005,100
Sri Lanka,LKA,2005,85.0330281
Sudan,SDN,2005,46.74025635
Suriname,SUR,2005,91.3567891
Sweden,SWE,2005,99.54470708
Switzerland,CHE,2005,99.99999833
Syria,SYR,2005,92.31275
TÃ¼rkiye,TUR,2005,93.42498041
Tajikistan,TJK,2005,62.92218596
Tanzania,TZA,2005,35.42835328
Thailand,THA,2005,95.53880092
Timor-Leste,TLS,2005,54.67540502
Togo,TGO,2005,51.94533192
Tonga,TON,2005,98.58558374
Trinidad and Tobago,TTO,2005,97.30942041
Tunisia,TUN,2005,88.95885126
Turkmenistan,TKM,2005,92.03737593
Tuvalu,TUV,2005,98.96594927
Uganda,UGA,2005,32.96330103
Ukraine,UKR,2005,97.31929652
United Arab Emirates,ARE,2005,99.6990275
United Kingdom,GBR,2005,99.99999905
United States,USA,2005,98.89697235
Uruguay,URY,2005,97.53285525
Uzbekistan,UZB,2005,89.72354439
Vanuatu,VUT,2005,85.74604126
Vatican City,VAT,2005,
Venezuela,VEN,2005,96.34222361
Vietnam,VNM,2005,84.75041234
Yemen,YEM,2005,44.04032463
Zambia,ZMB,2005,52.21935831
Zimbabwe,ZWE,2005,68.08982164
