Country Name,Country Code,Year,Poverty_Rate(daily income < 3USD)
Ireland,IRL,2014,0.4
Israel,ISR,2014,0.7
Italy,ITA,2014,1.4
Jamaica,JAM,2014,
Japan,JPN,2014,0.7
Jordan,JOR,2014,
Kazakhstan,KAZ,2014,0.1
Kenya,KEN,2014,
Kiribati,KIR,2014,
Kuwait,KWT,2014,
Kyrgyzstan,KGZ,2014,8.1
Laos,LAO,2014,
Latvia,LVA,2014,1.1
Lebanon,LBN,2014,
Lesotho,LSO,2014,
Liberia,LBR,2014,31.7
Libya,LBY,2014,
Liechtenstein,LIE,2014,
Lithuania,LTU,2014,1.7
Luxembourg,LUX,2014,0.2
Madagascar,MDG,2014,
Malawi,MWI,2014,
Malaysia,MYS,2014,
Maldives,MDV,2014,
Mali,MLI,2014,
Malta,MLT,2014,0
Marshall Islands,MHL,2014,
Mauritania,MRT,2014,11.7
Mauritius,MUS,2014,
Mexico,MEX,2014,7.2
Micronesia,FSM,2014,
Moldova,MDA,2014,0
Monaco,MCO,2014,
Mongolia,MNG,2014,0.8
Montenegro,MNE,2014,3.9
Morocco,MAR,2014,
Mozambique,MOZ,2014,74.4
Myanmar,MMR,2014,
Namibia,NAM,2014,
Nauru,NRU,2014,
Nepal,NPL,2014,
Netherlands,NLD,2014,0.1
New Zealand,NZL,2014,
Nicaragua,NIC,2014,6.6
Niger,NER,2014,60.3
Nigeria,NGA,2014,
North Korea,PRK,2014,
North Macedonia,MKD,2014,6.4
Norway,NOR,2014,0.1
Oman,OMN,2014,
Pakistan,PAK,2014,
Palau,PLW,2014,
Palestine,PSE,2014,
Panama,PAN,2014,6.4
Papua New Guinea,PNG,2014,
Paraguay,PRY,2014,4.3
Peru,PER,2014,8
Philippines,PHL,2014,
Poland,POL,2014,0.6
Portugal,PRT,2014,0.8
Qatar,QAT,2014,
Romania,ROU,2014,8.9
Russia,RUS,2014,0.4
Rwanda,RWA,2014,
Saint Kitts and Nevis,KNA,2014,
Saint Lucia,LCA,2014,
Saint Vincent and the Grenadines,VCT,2014,
Samoa,WSM,2014,
San Marino,SMR,2014,
Sao Tome and Principe,STP,2014,
Saudi Arabia,SAU,2014,
Senegal,SEN,2014,
Serbia,SRB,2014,8.9
Seychelles,SYC,2014,
Sierra Leone,SLE,2014,
Singapore,SGP,2014,
Slovakia,SVK,2014,0.9
Slovenia,SVN,2014,0
Solomon Islands,SLB,2014,
Somalia,SOM,2014,
South Africa,ZAF,2014,31.2
South Korea,KOR,2014,0.2
South Sudan,SSD,2014,
Spain,ESP,2014,0.9
Sri Lanka,LKA,2014,
Sudan,SDN,2014,10.1
Suriname,SUR,2014,
Sweden,SWE,2014,0.5
Switzerland,CHE,2014,0
Syria,SYR,2014,
Tajikistan,TJK,2014,
Tanzania,TZA,2014,
Thailand,THA,2014,0.2
Timor-Leste,TLS,2014,43.9
Togo,TGO,2014,
Tonga,TON,2014,
Trinidad and Tobago,TTO,2014,
Tunisia,TUN,2014,
Turkmenistan,TKM,2014,
Tuvalu,TUV,2014,
Türkiye,TUR,2014,1
Uganda,UGA,2014,
Ukraine,UKR,2014,0
United Arab Emirates,ARE,2014,
United Kingdom,GBR,2014,0.2
United States,USA,2014,1.2
Uruguay,URY,2014,0.2
Uzbekistan,UZB,2014,
Vanuatu,VUT,2014,
Vatican City,VAT,2014,
Venezuela,VEN,2014,
Vietnam,VNM,2014,3.4
Yemen,YEM,2014,33.3
Zambia,ZMB,2014,
Zimbabwe,ZWE,2014,
