Country Name,Country Code,Year,Poverty_Rate(daily income < 3USD)
Mexico,MEX,2010,8.4
Micronesia,FSM,2010,
Moldova,MDA,2010,0.8
Monaco,MCO,2010,
Mongolia,MNG,2010,3.5
Montenegro,MNE,2010,0
Morocco,MAR,2010,
Mozambique,MOZ,2010,
Myanmar,MMR,2010,
Namibia,NAM,2010,
Nauru,NRU,2010,
Nepal,NPL,2010,21.5
Netherlands,NLD,2010,0
New Zealand,NZL,2010,
Nicaragua,NIC,2010,
Niger,NER,2010,
Nigeria,NGA,2010,38.5
North Korea,PRK,2010,
North Macedonia,MKD,2010,12.8
Norway,NOR,2010,0.2
Oman,OMN,2010,
Pakistan,PAK,2010,26.7
Palau,PLW,2010,
Palestine,PSE,2010,0.6
Panama,PAN,2010,7.7
Papua New Guinea,PNG,2010,
Paraguay,PRY,2010,9.4
Peru,PER,2010,11.2
Philippines,PHL,2010,
Poland,POL,2010,0.6
Portugal,PRT,2010,0.2
Qatar,QAT,2010,
Romania,ROU,2010,6.3
Russia,RUS,2010,0.2
Rwanda,RWA,2010,70.2
Saint Kitts and Nevis,KNA,2010,
Saint Lucia,LCA,2010,
Saint Vincent and the Grenadines,VCT,2010,
Samoa,WSM,2010,
San Marino,SMR,2010,
Sao Tome and Principe,STP,2010,18.9
Saudi Arabia,SAU,2010,
Senegal,SEN,2010,
Serbia,SRB,2010,0.3
Seychelles,SYC,2010,
Sierra Leone,SLE,2010,
Singapore,SGP,2010,
Slovakia,SVK,2010,0.6
Slovenia,SVN,2010,0
Solomon Islands,SLB,2010,
Somalia,SOM,2010,
South Africa,ZAF,2010,29.5
South Korea,KOR,2010,0.5
South Sudan,SSD,2010,
Spain,ESP,2010,0.7
Sri Lanka,LKA,2010,
Sudan,SDN,2010,
Suriname,SUR,2010,
Sweden,SWE,2010,0.6
Switzerland,CHE,2010,0.1
Syria,SYR,2010,
Tajikistan,TJK,2010,
Tanzania,TZA,2010,
Thailand,THA,2010,0.7
Timor-Leste,TLS,2010,
Togo,TGO,2010,
Tonga,TON,2010,
Trinidad and Tobago,TTO,2010,
Tunisia,TUN,2010,3.1
Turkmenistan,TKM,2010,
Tuvalu,TUV,2010,9
Türkiye,TUR,2010,2.8
Uganda,UGA,2010,
Ukraine,UKR,2010,0.1
United Arab Emirates,ARE,2010,
United Kingdom,GBR,2010,0.2
United States,USA,2010,1.2
Uruguay,URY,2010,0.3
Uzbekistan,UZB,2010,
Vanuatu,VUT,2010,25.7
Vatican City,VAT,2010,
Venezuela,VEN,2010,
Vietnam,VNM,2010,5.2
Yemen,YEM,2010,
Zambia,ZMB,2010,71.4
Zimbabwe,ZWE,2010,
